cause_name,sex,age,deaths
Gallbladder and biliary diseases,Female,45 to 49,310.4450021
Gallbladder and biliary diseases,Female,05 to 09,57.24268924
Gallbladder and biliary diseases,Female,50 to 54,588.333066
Gallbladder and biliary diseases,Female,55 to 59,565.4725665
Gallbladder and biliary diseases,Female,60 to 64,634.988211
Gallbladder and biliary diseases,Female,65 to 69,958.3298408
Gallbladder and biliary diseases,Female,70 to 74,594.1081031
Gallbladder and biliary diseases,Female,75 to 79,680.5372632
Gallbladder and biliary diseases,Female,80 plus,1588.800413
Gallbladder and biliary diseases,Female,0 to 04,21.85450219
Gallbladder and biliary diseases,Male,10 to 14,37.0935886
Gallbladder and biliary diseases,Male,15 to 19,57.16495898
Gallbladder and biliary diseases,Male,20 to 24,128.3909463
Gallbladder and biliary diseases,Male,25 to 29,100.1452786
Gallbladder and biliary diseases,Male,30 to 34,183.2199497
Gallbladder and biliary diseases,Male,35 to 39,185.9997175
Gallbladder and biliary diseases,Male,40 to 44,211.2970547
Gallbladder and biliary diseases,Male,45 to 49,312.1664924
Gallbladder and biliary diseases,Male,05 to 09,17.87758597
Gallbladder and biliary diseases,Male,50 to 54,488.2995567
Gallbladder and biliary diseases,Male,55 to 59,361.7720392
Gallbladder and biliary diseases,Male,60 to 64,424.9486618
Gallbladder and biliary diseases,Male,65 to 69,453.2788117
Gallbladder and biliary diseases,Male,70 to 74,414.0710428
Gallbladder and biliary diseases,Male,75 to 79,433.8115566
Gallbladder and biliary diseases,Male,80 plus,717.448252
Gallbladder and biliary diseases,Male,0 to 04,10.28836875
Gallbladder and biliary tract cancer,Female,15 to 19,10.69789664
Gallbladder and biliary tract cancer,Female,20 to 24,20.58518776
Gallbladder and biliary tract cancer,Female,25 to 29,43.84800351
Gallbladder and biliary tract cancer,Female,30 to 34,76.73668002
Gallbladder and biliary tract cancer,Female,35 to 39,242.8551541
Gallbladder and biliary tract cancer,Female,40 to 44,432.798241
Gallbladder and biliary tract cancer,Female,45 to 49,732.1484449
Gallbladder and biliary tract cancer,Female,50 to 54,769.6551094
Gallbladder and biliary tract cancer,Female,55 to 59,992.3774094
Gallbladder and biliary tract cancer,Female,60 to 64,895.2785549
Gallbladder and biliary tract cancer,Female,65 to 69,675.6099426
Gallbladder and biliary tract cancer,Female,70 to 74,547.3790472
Gallbladder and biliary tract cancer,Female,75 to 79,340.0398974
Gallbladder and biliary tract cancer,Female,80 plus,508.118787
Gallbladder and biliary tract cancer,Male,15 to 19,9.181312567
Gallbladder and biliary tract cancer,Male,20 to 24,15.52403042
Gallbladder and biliary tract cancer,Male,25 to 29,34.92012784
Gallbladder and biliary tract cancer,Male,30 to 34,77.47535704
Gallbladder and biliary tract cancer,Male,35 to 39,162.8737048
Gallbladder and biliary tract cancer,Male,40 to 44,223.8380833
Gallbladder and biliary tract cancer,Male,45 to 49,305.7642632
Gallbladder and biliary tract cancer,Male,50 to 54,467.6664366
Gallbladder and biliary tract cancer,Male,55 to 59,672.2057768
Gallbladder and biliary tract cancer,Male,60 to 64,603.6771505
Gallbladder and biliary tract cancer,Male,65 to 69,528.4008852
Gallbladder and biliary tract cancer,Male,70 to 74,384.4703243
Gallbladder and biliary tract cancer,Male,75 to 79,253.1981971
Gallbladder and biliary tract cancer,Male,80 plus,292.7639647
Gastritis and duodenitis,Female,10 to 14,195.8324207
Gastritis and duodenitis,Female,15 to 19,202.1842388
Gastritis and duodenitis,Female,20 to 24,206.7147988
Gastritis and duodenitis,Female,25 to 29,196.5965108
Gastritis and duodenitis,Female,30 to 34,195.022982
Gastritis and duodenitis,Female,35 to 39,243.7276152
Gastritis and duodenitis,Female,40 to 44,343.3959911
Gastritis and duodenitis,Female,45 to 49,468.5005543
Gastritis and duodenitis,Female,05 to 09,182.814569
Gastritis and duodenitis,Female,50 to 54,727.6233693
Gastritis and duodenitis,Female,55 to 59,582.5336967
Gastritis and duodenitis,Female,60 to 64,633.556229
Gastritis and duodenitis,Female,65 to 69,1113.235348
Gastritis and duodenitis,Female,70 to 74,774.3016909
Gastritis and duodenitis,Female,75 to 79,897.5874707
Gastritis and duodenitis,Female,80 plus,2310.362928
Gastritis and duodenitis,Female,0 to 04,100.461642
Gastritis and duodenitis,Male,10 to 14,115.3838089
Gastritis and duodenitis,Male,15 to 19,154.8748296
Gastritis and duodenitis,Male,20 to 24,338.2271567
Gastritis and duodenitis,Male,25 to 29,295.6974489
Gastritis and duodenitis,Male,30 to 34,525.0482904
Gastritis and duodenitis,Male,35 to 39,515.3819918
Gastritis and duodenitis,Male,40 to 44,484.1556518
Gastritis and duodenitis,Male,45 to 49,712.2344915
Gastritis and duodenitis,Male,05 to 09,87.92721173
Gastritis and duodenitis,Male,50 to 54,891.1212328
Gastritis and duodenitis,Male,55 to 59,839.8518754
Gastritis and duodenitis,Male,60 to 64,793.3346489
Gastritis and duodenitis,Male,65 to 69,843.2627739
Gastritis and duodenitis,Male,70 to 74,782.3628009
Gastritis and duodenitis,Male,75 to 79,774.8006911
Gastritis and duodenitis,Male,80 plus,1346.914634
Gastritis and duodenitis,Male,0 to 04,62.86771446
Gout,Female,15 to 19,NA
Gout,Female,20 to 24,NA
Gout,Female,25 to 29,NA
Gout,Female,30 to 34,NA
Gout,Female,35 to 39,NA
Gout,Female,40 to 44,NA
Gout,Female,45 to 49,NA
Gout,Female,50 to 54,NA
Gout,Female,55 to 59,NA
Gout,Female,60 to 64,NA
Gout,Female,65 to 69,NA
Gout,Female,70 to 74,NA
Gout,Female,75 to 79,NA
Gout,Female,80 plus,NA
Gout,Male,15 to 19,NA
Gout,Male,20 to 24,NA
Gout,Male,25 to 29,NA
Gout,Male,30 to 34,NA
Gout,Male,35 to 39,NA
Gout,Male,40 to 44,NA
Gout,Male,45 to 49,NA
Gout,Male,50 to 54,NA
Gout,Male,55 to 59,NA
Gout,Male,60 to 64,NA
Gout,Male,65 to 69,NA
Gout,Male,70 to 74,NA
Gout,Male,75 to 79,NA
Gout,Male,80 plus,NA
Gynecological diseases,Female,15 to 19,8.664425241
Gynecological diseases,Female,20 to 24,13.7090015
Gynecological diseases,Female,25 to 29,112.1742419
Gynecological diseases,Female,30 to 34,11.11572252
Gynecological diseases,Female,35 to 39,8.184621545
Gynecological diseases,Female,40 to 44,9.535022904
Gynecological diseases,Female,45 to 49,150.8619774
Gynecological diseases,Female,50 to 54,13.00540485
Gynecological diseases,Female,55 to 59,13.19317793
Gynecological diseases,Female,60 to 64,5.724295592
Gynecological diseases,Female,65 to 69,7.428627095
Gynecological diseases,Female,70 to 74,208.6555197
Gynecological diseases,Female,75 to 79,301.9316064
Gynecological diseases,Female,80 plus,17.99770386
Hemoglobinopathies and hemolytic anemias,Female,10 to 14,261.3327608
Hemoglobinopathies and hemolytic anemias,Female,15 to 19,645.2451866
Hemoglobinopathies and hemolytic anemias,Female,20 to 24,328.8034666
Hemoglobinopathies and hemolytic anemias,Female,25 to 29,284.905708
Hemoglobinopathies and hemolytic anemias,Female,30 to 34,224.7884247
Hemoglobinopathies and hemolytic anemias,Female,35 to 39,188.441484
Hemoglobinopathies and hemolytic anemias,Female,40 to 44,181.1705814
Hemoglobinopathies and hemolytic anemias,Female,45 to 49,440.0374447
Hemoglobinopathies and hemolytic anemias,Female,05 to 09,379.5650117
Hemoglobinopathies and hemolytic anemias,Female,50 to 54,163.8067876
Hemoglobinopathies and hemolytic anemias,Female,55 to 59,214.6790993
Hemoglobinopathies and hemolytic anemias,Female,60 to 64,244.6506813
Hemoglobinopathies and hemolytic anemias,Female,65 to 69,263.8643651
Hemoglobinopathies and hemolytic anemias,Female,70 to 74,523.991145
Hemoglobinopathies and hemolytic anemias,Female,75 to 79,357.9380358
Hemoglobinopathies and hemolytic anemias,Female,80 plus,324.9045695
Hemoglobinopathies and hemolytic anemias,Female,0 to 04,1817.709015
Hemoglobinopathies and hemolytic anemias,Male,10 to 14,734.813352
Hemoglobinopathies and hemolytic anemias,Male,15 to 19,544.7058335
Hemoglobinopathies and hemolytic anemias,Male,20 to 24,689.7026246
Hemoglobinopathies and hemolytic anemias,Male,25 to 29,725.0695309
Hemoglobinopathies and hemolytic anemias,Male,30 to 34,532.8232539
Hemoglobinopathies and hemolytic anemias,Male,35 to 39,542.4504254
Hemoglobinopathies and hemolytic anemias,Male,40 to 44,560.1928731
Hemoglobinopathies and hemolytic anemias,Male,45 to 49,589.677032
Hemoglobinopathies and hemolytic anemias,Male,05 to 09,465.6895978
Hemoglobinopathies and hemolytic anemias,Male,50 to 54,381.2445859
Hemoglobinopathies and hemolytic anemias,Male,55 to 59,504.2954792
Hemoglobinopathies and hemolytic anemias,Male,60 to 64,574.8371697
Hemoglobinopathies and hemolytic anemias,Male,65 to 69,570.7159318
Hemoglobinopathies and hemolytic anemias,Male,70 to 74,533.937218
Hemoglobinopathies and hemolytic anemias,Male,75 to 79,560.0717845
Hemoglobinopathies and hemolytic anemias,Male,80 plus,683.8130357
Hemoglobinopathies and hemolytic anemias,Male,0 to 04,2158.739624
Hemolytic disease and other neonatal jaundice,Female,10 to 14,NA
Hemolytic disease and other neonatal jaundice,Female,15 to 19,NA
Hemolytic disease and other neonatal jaundice,Female,20 to 24,NA
Hemolytic disease and other neonatal jaundice,Female,25 to 29,NA
Hemolytic disease and other neonatal jaundice,Female,30 to 34,NA
Hemolytic disease and other neonatal jaundice,Female,35 to 39,NA
Hemolytic disease and other neonatal jaundice,Female,40 to 44,NA
Hemolytic disease and other neonatal jaundice,Female,45 to 49,NA
Hemolytic disease and other neonatal jaundice,Female,05 to 09,NA
Hemolytic disease and other neonatal jaundice,Female,50 to 54,NA
Hemolytic disease and other neonatal jaundice,Female,55 to 59,NA
Hemolytic disease and other neonatal jaundice,Female,60 to 64,NA
Hemolytic disease and other neonatal jaundice,Female,65 to 69,NA
Hemolytic disease and other neonatal jaundice,Female,70 to 74,NA
Hemolytic disease and other neonatal jaundice,Female,75 to 79,NA
Hemolytic disease and other neonatal jaundice,Female,80 plus,NA
Hemolytic disease and other neonatal jaundice,Female,0 to 04,2282.667396
Hemolytic disease and other neonatal jaundice,Male,10 to 14,NA
Hemolytic disease and other neonatal jaundice,Male,15 to 19,NA
Hemolytic disease and other neonatal jaundice,Male,20 to 24,NA
Hemolytic disease and other neonatal jaundice,Male,25 to 29,NA
Hemolytic disease and other neonatal jaundice,Male,30 to 34,NA
Hemolytic disease and other neonatal jaundice,Male,35 to 39,NA
Hemolytic disease and other neonatal jaundice,Male,40 to 44,NA
Hemolytic disease and other neonatal jaundice,Male,45 to 49,NA
Hemolytic disease and other neonatal jaundice,Male,05 to 09,NA
Hemolytic disease and other neonatal jaundice,Male,50 to 54,NA
Hemolytic disease and other neonatal jaundice,Male,55 to 59,NA
Hemolytic disease and other neonatal jaundice,Male,60 to 64,NA
Hemolytic disease and other neonatal jaundice,Male,65 to 69,NA
Hemolytic disease and other neonatal jaundice,Male,70 to 74,NA
Hemolytic disease and other neonatal jaundice,Male,75 to 79,NA
Hemolytic disease and other neonatal jaundice,Male,80 plus,NA
Hemolytic disease and other neonatal jaundice,Male,0 to 04,4150.68096
Hepatitis,Female,10 to 14,1076.215649
Hepatitis,Female,15 to 19,1182.95868
Hepatitis,Female,20 to 24,1338.191696
Hepatitis,Female,25 to 29,1191.511542
Hepatitis,Female,30 to 34,923.2740846
Hepatitis,Female,35 to 39,800.1924904
Hepatitis,Female,40 to 44,929.8545381
Hepatitis,Female,45 to 49,956.6231662
Hepatitis,Female,05 to 09,1201.490679
Hepatitis,Female,50 to 54,798.2497509
Hepatitis,Female,55 to 59,716.1013384
Hepatitis,Female,60 to 64,715.3565097
Hepatitis,Female,65 to 69,704.4658812
Hepatitis,Female,70 to 74,503.5375928
Hepatitis,Female,75 to 79,552.826624
Hepatitis,Female,80 plus,574.2546598
Hepatitis,Female,0 to 04,5368.718931
Hepatitis,Male,10 to 14,1220.84579
Hepatitis,Male,15 to 19,1583.640365
Hepatitis,Male,20 to 24,2223.81496
Hepatitis,Male,25 to 29,2167.855656
Hepatitis,Male,30 to 34,2020.140912
Hepatitis,Male,35 to 39,2669.904674
Hepatitis,Male,40 to 44,2595.690267
Hepatitis,Male,45 to 49,2684.608891
Hepatitis,Male,05 to 09,1227.357486
Hepatitis,Male,50 to 54,1932.315851
Hepatitis,Male,55 to 59,1621.749813
Hepatitis,Male,60 to 64,1446.460091
Hepatitis,Male,65 to 69,1169.147875
Hepatitis,Male,70 to 74,884.6751512
Hepatitis,Male,75 to 79,674.8967892
Hepatitis,Male,80 plus,613.8314717
Hepatitis,Male,0 to 04,5504.185051
HIV/AIDS,Female,10 to 14,936.756291
HIV/AIDS,Female,15 to 19,1426.636342
HIV/AIDS,Female,20 to 24,609.6020302
HIV/AIDS,Female,25 to 29,1622.304887
HIV/AIDS,Female,30 to 34,3435.918745
HIV/AIDS,Female,35 to 39,5105.095362
HIV/AIDS,Female,40 to 44,5561.618658
HIV/AIDS,Female,45 to 49,4270.030069
HIV/AIDS,Female,05 to 09,387.2891652
HIV/AIDS,Female,50 to 54,2613.328734
HIV/AIDS,Female,55 to 59,1242.045935
HIV/AIDS,Female,60 to 64,695.9951104
HIV/AIDS,Female,65 to 69,385.4623917
HIV/AIDS,Female,70 to 74,237.0136798
HIV/AIDS,Female,75 to 79,126.7876342
HIV/AIDS,Female,80 plus,68.86752999
HIV/AIDS,Female,0 to 04,592.8597629
HIV/AIDS,Male,10 to 14,977.887963
HIV/AIDS,Male,15 to 19,1648.787885
HIV/AIDS,Male,20 to 24,600.5374077
HIV/AIDS,Male,25 to 29,1707.47448
HIV/AIDS,Male,30 to 34,4435.33104
HIV/AIDS,Male,35 to 39,7587.700498
HIV/AIDS,Male,40 to 44,9957.402514
HIV/AIDS,Male,45 to 49,8859.92231
HIV/AIDS,Male,05 to 09,403.6237203
HIV/AIDS,Male,50 to 54,6002.611238
HIV/AIDS,Male,55 to 59,3163.939732
HIV/AIDS,Male,60 to 64,1621.786354
HIV/AIDS,Male,65 to 69,790.5142179
HIV/AIDS,Male,70 to 74,500.1948269
HIV/AIDS,Male,75 to 79,295.9313616
HIV/AIDS,Male,80 plus,194.5741377
HIV/AIDS,Male,0 to 04,596.5984098
Hodgkin lymphoma,Female,10 to 14,23.58798145
Hodgkin lymphoma,Female,15 to 19,22.11115584
Hodgkin lymphoma,Female,20 to 24,30.62671802
Hodgkin lymphoma,Female,25 to 29,26.81120993
Hodgkin lymphoma,Female,30 to 34,28.63445843
Hodgkin lymphoma,Female,35 to 39,83.86974392
Hodgkin lymphoma,Female,40 to 44,51.36913696
Hodgkin lymphoma,Female,45 to 49,78.27618444
Hodgkin lymphoma,Female,05 to 09,42.20573308
Hodgkin lymphoma,Female,50 to 54,134.189844
Hodgkin lymphoma,Female,55 to 59,95.88887206
Hodgkin lymphoma,Female,60 to 64,95.61224354
Hodgkin lymphoma,Female,65 to 69,90.88761626
Hodgkin lymphoma,Female,70 to 74,78.63421433
Hodgkin lymphoma,Female,75 to 79,69.95886058
Hodgkin lymphoma,Female,80 plus,109.0674915
Hodgkin lymphoma,Female,0 to 04,762.4665065
Hodgkin lymphoma,Male,10 to 14,30.25952805
Hodgkin lymphoma,Male,15 to 19,38.8771372
Hodgkin lymphoma,Male,20 to 24,42.17208745
Hodgkin lymphoma,Male,25 to 29,60.27169528
Hodgkin lymphoma,Male,30 to 34,62.9896641
Hodgkin lymphoma,Male,35 to 39,76.36912003
Hodgkin lymphoma,Male,40 to 44,75.86114567
Hodgkin lymphoma,Male,45 to 49,113.0741758
Hodgkin lymphoma,Male,05 to 09,65.67002454
Hodgkin lymphoma,Male,50 to 54,138.101689
Hodgkin lymphoma,Male,55 to 59,135.5951703
Hodgkin lymphoma,Male,60 to 64,124.2085745
Hodgkin lymphoma,Male,65 to 69,109.8698129
Hodgkin lymphoma,Male,70 to 74,116.3132842
Hodgkin lymphoma,Male,75 to 79,71.21304555
Hodgkin lymphoma,Male,80 plus,56.27711296
Hodgkin lymphoma,Male,0 to 04,548.6413626
Hypertensive heart disease,Female,10 to 14,82.62628536
Hypertensive heart disease,Female,15 to 19,310.644552
Hypertensive heart disease,Female,20 to 24,471.2533305
Hypertensive heart disease,Female,25 to 29,546.5787362
Hypertensive heart disease,Female,30 to 34,741.6218356
Hypertensive heart disease,Female,35 to 39,983.8345
Hypertensive heart disease,Female,40 to 44,1617.204163
Hypertensive heart disease,Female,45 to 49,3143.604313
Hypertensive heart disease,Female,05 to 09,91.83621305
Hypertensive heart disease,Female,50 to 54,5347.9769
Hypertensive heart disease,Female,55 to 59,8575.563107
Hypertensive heart disease,Female,60 to 64,12174.51727
Hypertensive heart disease,Female,65 to 69,15435.22553
Hypertensive heart disease,Female,70 to 74,16270.92681
Hypertensive heart disease,Female,75 to 79,17467.8557
Hypertensive heart disease,Female,80 plus,34038.32348
Hypertensive heart disease,Female,0 to 04,321.5482296
Hypertensive heart disease,Male,10 to 14,101.5497929
Hypertensive heart disease,Male,15 to 19,357.4504156
Hypertensive heart disease,Male,20 to 24,768.9455794
Hypertensive heart disease,Male,25 to 29,1009.435966
Hypertensive heart disease,Male,30 to 34,1562.064037
Hypertensive heart disease,Male,35 to 39,2648.149691
Hypertensive heart disease,Male,40 to 44,3800.080881
Hypertensive heart disease,Male,45 to 49,6450.096423
Hypertensive heart disease,Male,05 to 09,71.21597133
Hypertensive heart disease,Male,50 to 54,9972.834898
Hypertensive heart disease,Male,55 to 59,14774.93008
Hypertensive heart disease,Male,60 to 64,18136.54161
Hypertensive heart disease,Male,65 to 69,19857.78136
Hypertensive heart disease,Male,70 to 74,18952.7901
Hypertensive heart disease,Male,75 to 79,17691.11451
Hypertensive heart disease,Male,80 plus,27579.04337
Hypertensive heart disease,Male,0 to 04,339.0948871
Idiopathic intellectual disability,Female,10 to 14,NA
Idiopathic intellectual disability,Female,15 to 19,NA
Idiopathic intellectual disability,Female,20 to 24,NA
Idiopathic intellectual disability,Female,25 to 29,NA
Idiopathic intellectual disability,Female,30 to 34,NA
Idiopathic intellectual disability,Female,35 to 39,NA
Idiopathic intellectual disability,Female,40 to 44,NA
Idiopathic intellectual disability,Female,45 to 49,NA
Idiopathic intellectual disability,Female,05 to 09,NA
Idiopathic intellectual disability,Female,50 to 54,NA
Idiopathic intellectual disability,Female,55 to 59,NA
