cause_name,sex,age,ylds
Hepatitis,Male,60 to 64,854.0391559
Hepatitis,Male,65 to 69,526.7198496
Hepatitis,Male,70 to 74,335.7218752
Hepatitis,Male,75 to 79,180.3367621
Hepatitis,Male,80 plus,113.5818107
Hepatitis,Male,0 to 04,683.7651567
HIV/AIDS,Female,10 to 14,1973.657755
HIV/AIDS,Female,15 to 19,1832.958177
HIV/AIDS,Female,20 to 24,1694.099289
HIV/AIDS,Female,25 to 29,3885.237885
HIV/AIDS,Female,30 to 34,7158.16267
HIV/AIDS,Female,35 to 39,11049.50598
HIV/AIDS,Female,40 to 44,11213.95924
HIV/AIDS,Female,45 to 49,8782.316814
HIV/AIDS,Female,05 to 09,1185.964962
HIV/AIDS,Female,50 to 54,5251.943852
HIV/AIDS,Female,55 to 59,2988.428526
HIV/AIDS,Female,60 to 64,1647.018521
HIV/AIDS,Female,65 to 69,914.9019352
HIV/AIDS,Female,70 to 74,607.8672046
HIV/AIDS,Female,75 to 79,326.2971956
HIV/AIDS,Female,80 plus,170.7181337
HIV/AIDS,Female,0 to 04,745.6052759
HIV/AIDS,Male,10 to 14,2039.132229
HIV/AIDS,Male,15 to 19,1751.676832
HIV/AIDS,Male,20 to 24,1646.248669
HIV/AIDS,Male,25 to 29,4225.558469
HIV/AIDS,Male,30 to 34,9171.330838
HIV/AIDS,Male,35 to 39,15297.03809
HIV/AIDS,Male,40 to 44,18189.72584
HIV/AIDS,Male,45 to 49,15948.55271
HIV/AIDS,Male,05 to 09,1231.383765
HIV/AIDS,Male,50 to 54,9955.266305
HIV/AIDS,Male,55 to 59,5630.957234
HIV/AIDS,Male,60 to 64,2991.481742
HIV/AIDS,Male,65 to 69,1494.474049
HIV/AIDS,Male,70 to 74,948.1270288
HIV/AIDS,Male,75 to 79,536.4723428
HIV/AIDS,Male,80 plus,319.5550763
HIV/AIDS,Male,0 to 04,776.8311409
Hodgkin lymphoma,Female,10 to 14,114.2669011
Hodgkin lymphoma,Female,15 to 19,191.907556
Hodgkin lymphoma,Female,20 to 24,225.1354854
Hodgkin lymphoma,Female,25 to 29,180.0847888
Hodgkin lymphoma,Female,30 to 34,157.2066952
Hodgkin lymphoma,Female,35 to 39,250.038798
Hodgkin lymphoma,Female,40 to 44,136.1295315
Hodgkin lymphoma,Female,45 to 49,225.5581386
Hodgkin lymphoma,Female,05 to 09,233.6620153
Hodgkin lymphoma,Female,50 to 54,262.3875529
Hodgkin lymphoma,Female,55 to 59,178.1366507
Hodgkin lymphoma,Female,60 to 64,167.6817911
Hodgkin lymphoma,Female,65 to 69,144.3066051
Hodgkin lymphoma,Female,70 to 74,113.7048761
Hodgkin lymphoma,Female,75 to 79,86.29978352
Hodgkin lymphoma,Female,80 plus,128.2797522
Hodgkin lymphoma,Female,0 to 04,2589.883526
Hodgkin lymphoma,Male,10 to 14,270.4464849
Hodgkin lymphoma,Male,15 to 19,284.6013853
Hodgkin lymphoma,Male,20 to 24,261.7504964
Hodgkin lymphoma,Male,25 to 29,288.0936981
Hodgkin lymphoma,Male,30 to 34,306.0715211
Hodgkin lymphoma,Male,35 to 39,237.7374399
Hodgkin lymphoma,Male,40 to 44,288.4578706
Hodgkin lymphoma,Male,45 to 49,326.4437499
Hodgkin lymphoma,Male,05 to 09,369.202026
Hodgkin lymphoma,Male,50 to 54,341.4192844
Hodgkin lymphoma,Male,55 to 59,314.5723053
Hodgkin lymphoma,Male,60 to 64,283.6005678
Hodgkin lymphoma,Male,65 to 69,197.4079402
Hodgkin lymphoma,Male,70 to 74,190.2808083
Hodgkin lymphoma,Male,75 to 79,103.8530967
Hodgkin lymphoma,Male,80 plus,75.41691285
Hodgkin lymphoma,Male,0 to 04,638.8272759
Hypertensive heart disease,Female,10 to 14,56.08101359
Hypertensive heart disease,Female,15 to 19,82.17138833
Hypertensive heart disease,Female,20 to 24,130.7640525
Hypertensive heart disease,Female,25 to 29,209.002816
Hypertensive heart disease,Female,30 to 34,343.4729264
Hypertensive heart disease,Female,35 to 39,609.2545721
Hypertensive heart disease,Female,40 to 44,1181.310561
Hypertensive heart disease,Female,45 to 49,2396.441409
Hypertensive heart disease,Female,05 to 09,41.75908667
Hypertensive heart disease,Female,50 to 54,3651.893485
Hypertensive heart disease,Female,55 to 59,4346.07357
Hypertensive heart disease,Female,60 to 64,4865.461788
Hypertensive heart disease,Female,65 to 69,6211.449056
Hypertensive heart disease,Female,70 to 74,6931.499381
Hypertensive heart disease,Female,75 to 79,5655.627397
Hypertensive heart disease,Female,80 plus,8785.706865
Hypertensive heart disease,Female,0 to 04,24.43095419
Hypertensive heart disease,Male,10 to 14,73.22540135
Hypertensive heart disease,Male,15 to 19,94.62206797
Hypertensive heart disease,Male,20 to 24,142.0814951
Hypertensive heart disease,Male,25 to 29,222.4232591
Hypertensive heart disease,Male,30 to 34,355.7908037
Hypertensive heart disease,Male,35 to 39,611.7743757
Hypertensive heart disease,Male,40 to 44,1230.290686
Hypertensive heart disease,Male,45 to 49,2818.603991
Hypertensive heart disease,Male,05 to 09,63.92262516
Hypertensive heart disease,Male,50 to 54,4401.932403
Hypertensive heart disease,Male,55 to 59,5121.232492
Hypertensive heart disease,Male,60 to 64,5174.682008
Hypertensive heart disease,Male,65 to 69,5456.705534
Hypertensive heart disease,Male,70 to 74,5350.622354
Hypertensive heart disease,Male,75 to 79,3852.20786
Hypertensive heart disease,Male,80 plus,5152.220397
Hypertensive heart disease,Male,0 to 04,43.63841508
Idiopathic intellectual disability,Female,10 to 14,62379.05414
Idiopathic intellectual disability,Female,15 to 19,55906.60744
Idiopathic intellectual disability,Female,20 to 24,48979.71323
Idiopathic intellectual disability,Female,25 to 29,43421.76792
Idiopathic intellectual disability,Female,30 to 34,37126.47648
Idiopathic intellectual disability,Female,35 to 39,31085.68992
Idiopathic intellectual disability,Female,40 to 44,26049.65889
Idiopathic intellectual disability,Female,45 to 49,21939.6875
Idiopathic intellectual disability,Female,05 to 09,62641.26278
Idiopathic intellectual disability,Female,50 to 54,17889.10852
Idiopathic intellectual disability,Female,55 to 59,14087.67126
Idiopathic intellectual disability,Female,60 to 64,9930.707521
Idiopathic intellectual disability,Female,65 to 69,6312.003692
Idiopathic intellectual disability,Female,70 to 74,4079.805144
Idiopathic intellectual disability,Female,75 to 79,2176.233814
Idiopathic intellectual disability,Female,80 plus,834.5640092
Idiopathic intellectual disability,Female,0 to 04,27406.52657
Idiopathic intellectual disability,Male,10 to 14,71859.61266
Idiopathic intellectual disability,Male,15 to 19,63971.30716
Idiopathic intellectual disability,Male,20 to 24,54167.67961
Idiopathic intellectual disability,Male,25 to 29,47234.80494
Idiopathic intellectual disability,Male,30 to 34,39659.42094
Idiopathic intellectual disability,Male,35 to 39,32214.98126
Idiopathic intellectual disability,Male,40 to 44,26454.33966
Idiopathic intellectual disability,Male,45 to 49,22077.17988
Idiopathic intellectual disability,Male,05 to 09,69791.96649
Idiopathic intellectual disability,Male,50 to 54,17475.21959
Idiopathic intellectual disability,Male,55 to 59,13541.75237
Idiopathic intellectual disability,Male,60 to 64,9089.116462
Idiopathic intellectual disability,Male,65 to 69,5153.944249
Idiopathic intellectual disability,Male,70 to 74,2995.699845
Idiopathic intellectual disability,Male,75 to 79,1438.794786
Idiopathic intellectual disability,Male,80 plus,506.9634269
Idiopathic intellectual disability,Male,0 to 04,23012.94334
Indirect maternal deaths,Female,10 to 14,NA
Indirect maternal deaths,Female,15 to 19,NA
Indirect maternal deaths,Female,20 to 24,NA
Indirect maternal deaths,Female,25 to 29,NA
Indirect maternal deaths,Female,30 to 34,NA
Indirect maternal deaths,Female,35 to 39,NA
Indirect maternal deaths,Female,40 to 44,NA
Indirect maternal deaths,Female,45 to 49,NA
Inflammatory bowel disease,Female,10 to 14,4005.970916
Inflammatory bowel disease,Female,15 to 19,7556.624584
Inflammatory bowel disease,Female,20 to 24,11796.65924
Inflammatory bowel disease,Female,25 to 29,16168.71746
Inflammatory bowel disease,Female,30 to 34,19633.63857
Inflammatory bowel disease,Female,35 to 39,21307.15795
Inflammatory bowel disease,Female,40 to 44,21485.49926
Inflammatory bowel disease,Female,45 to 49,21340.79755
Inflammatory bowel disease,Female,05 to 09,1481.890698
Inflammatory bowel disease,Female,50 to 54,20026.80752
Inflammatory bowel disease,Female,55 to 59,17919.37934
Inflammatory bowel disease,Female,60 to 64,14267.52156
Inflammatory bowel disease,Female,65 to 69,10259.93827
Inflammatory bowel disease,Female,70 to 74,7664.66947
Inflammatory bowel disease,Female,75 to 79,4999.779695
Inflammatory bowel disease,Female,80 plus,3989.018618
Inflammatory bowel disease,Female,0 to 04,192.4992341
Inflammatory bowel disease,Male,10 to 14,5074.867829
Inflammatory bowel disease,Male,15 to 19,9359.775198
Inflammatory bowel disease,Male,20 to 24,14178.66045
Inflammatory bowel disease,Male,25 to 29,19371.1601
Inflammatory bowel disease,Male,30 to 34,23357.55756
Inflammatory bowel disease,Male,35 to 39,25334.03175
Inflammatory bowel disease,Male,40 to 44,25791.22588
Inflammatory bowel disease,Male,45 to 49,25540.83642
Inflammatory bowel disease,Male,05 to 09,1818.948118
Inflammatory bowel disease,Male,50 to 54,23683.28675
Inflammatory bowel disease,Male,55 to 59,21003.61655
Inflammatory bowel disease,Male,60 to 64,16236.3246
Inflammatory bowel disease,Male,65 to 69,10804.71265
Inflammatory bowel disease,Male,70 to 74,7630.288608
Inflammatory bowel disease,Male,75 to 79,4647.772823
Inflammatory bowel disease,Male,80 plus,3626.960937
Inflammatory bowel disease,Male,0 to 04,236.0270207
"Inguinal, femoral, and abdominal hernia",Female,10 to 14,316.3795052
"Inguinal, femoral, and abdominal hernia",Female,15 to 19,307.1018306
"Inguinal, femoral, and abdominal hernia",Female,20 to 24,298.5983848
"Inguinal, femoral, and abdominal hernia",Female,25 to 29,273.0544038
"Inguinal, femoral, and abdominal hernia",Female,30 to 34,283.2268699
"Inguinal, femoral, and abdominal hernia",Female,35 to 39,382.3488803
"Inguinal, femoral, and abdominal hernia",Female,40 to 44,550.1747024
"Inguinal, femoral, and abdominal hernia",Female,45 to 49,751.0927662
"Inguinal, femoral, and abdominal hernia",Female,05 to 09,352.7021137
"Inguinal, femoral, and abdominal hernia",Female,50 to 54,985.5550279
"Inguinal, femoral, and abdominal hernia",Female,55 to 59,1283.579969
"Inguinal, femoral, and abdominal hernia",Female,60 to 64,1556.678388
"Inguinal, femoral, and abdominal hernia",Female,65 to 69,1609.570642
"Inguinal, femoral, and abdominal hernia",Female,70 to 74,1691.167202
"Inguinal, femoral, and abdominal hernia",Female,75 to 79,1549.883829
"Inguinal, femoral, and abdominal hernia",Female,80 plus,1732.458326
"Inguinal, femoral, and abdominal hernia",Female,0 to 04,443.8624161
"Inguinal, femoral, and abdominal hernia",Male,10 to 14,1226.981845
"Inguinal, femoral, and abdominal hernia",Male,15 to 19,1326.718019
"Inguinal, femoral, and abdominal hernia",Male,20 to 24,1279.223001
"Inguinal, femoral, and abdominal hernia",Male,25 to 29,981.6944726
"Inguinal, femoral, and abdominal hernia",Male,30 to 34,1002.525626
"Inguinal, femoral, and abdominal hernia",Male,35 to 39,1408.34465
"Inguinal, femoral, and abdominal hernia",Male,40 to 44,1964.706822
"Inguinal, femoral, and abdominal hernia",Male,45 to 49,2520.403427
"Inguinal, femoral, and abdominal hernia",Male,05 to 09,1260.327093
"Inguinal, femoral, and abdominal hernia",Male,50 to 54,3136.108173
"Inguinal, femoral, and abdominal hernia",Male,55 to 59,3996.816372
"Inguinal, femoral, and abdominal hernia",Male,60 to 64,4724.319657
"Inguinal, femoral, and abdominal hernia",Male,65 to 69,4653.780738
"Inguinal, femoral, and abdominal hernia",Male,70 to 74,4659.199275
"Inguinal, femoral, and abdominal hernia",Male,75 to 79,3952.699525
"Inguinal, femoral, and abdominal hernia",Male,80 plus,4053.871194
"Inguinal, femoral, and abdominal hernia",Male,0 to 04,2790.317712
Interpersonal violence,Female,10 to 14,2202.043435
Interpersonal violence,Female,15 to 19,3255.353197
Interpersonal violence,Female,20 to 24,4186.032392
Interpersonal violence,Female,25 to 29,4793.479453
Interpersonal violence,Female,30 to 34,5125.614658
Interpersonal violence,Female,35 to 39,5294.194172
Interpersonal violence,Female,40 to 44,5263.255465
Interpersonal violence,Female,45 to 49,5031.746695
Interpersonal violence,Female,05 to 09,953.5482919
Interpersonal violence,Female,50 to 54,4594.760879
Interpersonal violence,Female,55 to 59,4195.003395
Interpersonal violence,Female,60 to 64,3477.121738
Interpersonal violence,Female,65 to 69,2543.615549
Interpersonal violence,Female,70 to 74,1952.818569
Interpersonal violence,Female,75 to 79,1465.968029
Interpersonal violence,Female,80 plus,1548.397561
Interpersonal violence,Female,0 to 04,456.2950653
Interpersonal violence,Male,10 to 14,2550.518318
Interpersonal violence,Male,15 to 19,4457.257284
Interpersonal violence,Male,20 to 24,6786.521621
Interpersonal violence,Male,25 to 29,8964.937925
Interpersonal violence,Male,30 to 34,10827.53853
Interpersonal violence,Male,35 to 39,11793.59674
Interpersonal violence,Male,40 to 44,12096.99252
Interpersonal violence,Male,45 to 49,12389.22298
Interpersonal violence,Male,05 to 09,1061.645832
Interpersonal violence,Male,50 to 54,11925.75887
Interpersonal violence,Male,55 to 59,10816.32957
Interpersonal violence,Male,60 to 64,8310.461043
Interpersonal violence,Male,65 to 69,5444.810848
Interpersonal violence,Male,70 to 74,3874.420214
Interpersonal violence,Male,75 to 79,2490.856869
Interpersonal violence,Male,80 plus,2259.390632
Interpersonal violence,Male,0 to 04,498.623213
Interstitial lung disease and pulmonary sarcoidosis,Female,10 to 14,109.21681
Interstitial lung disease and pulmonary sarcoidosis,Female,15 to 19,171.0224786
Interstitial lung disease and pulmonary sarcoidosis,Female,20 to 24,247.5151436
Interstitial lung disease and pulmonary sarcoidosis,Female,25 to 29,330.467078
Interstitial lung disease and pulmonary sarcoidosis,Female,30 to 34,406.2940177
Interstitial lung disease and pulmonary sarcoidosis,Female,35 to 39,460.5439411
Interstitial lung disease and pulmonary sarcoidosis,Female,40 to 44,508.7231083
Interstitial lung disease and pulmonary sarcoidosis,Female,45 to 49,575.5046587
Interstitial lung disease and pulmonary sarcoidosis,Female,05 to 09,58.94295852
Interstitial lung disease and pulmonary sarcoidosis,Female,50 to 54,624.5736918
Interstitial lung disease and pulmonary sarcoidosis,Female,55 to 59,657.0226021
Interstitial lung disease and pulmonary sarcoidosis,Female,60 to 64,616.7196577
Interstitial lung disease and pulmonary sarcoidosis,Female,65 to 69,526.7180289
Interstitial lung disease and pulmonary sarcoidosis,Female,70 to 74,462.8205405
Interstitial lung disease and pulmonary sarcoidosis,Female,75 to 79,336.0284233
Interstitial lung disease and pulmonary sarcoidosis,Female,80 plus,277.4514438
Interstitial lung disease and pulmonary sarcoidosis,Female,0 to 04,11.06693832
Interstitial lung disease and pulmonary sarcoidosis,Male,10 to 14,158.0514894
Interstitial lung disease and pulmonary sarcoidosis,Male,15 to 19,235.9563676
Interstitial lung disease and pulmonary sarcoidosis,Male,20 to 24,324.3422483
Interstitial lung disease and pulmonary sarcoidosis,Male,25 to 29,423.3170316
Interstitial lung disease and pulmonary sarcoidosis,Male,30 to 34,517.297331
Interstitial lung disease and pulmonary sarcoidosis,Male,35 to 39,556.9648239
Interstitial lung disease and pulmonary sarcoidosis,Male,40 to 44,585.6997226
Interstitial lung disease and pulmonary sarcoidosis,Male,45 to 49,639.87158
Interstitial lung disease and pulmonary sarcoidosis,Male,05 to 09,88.26276321
Interstitial lung disease and pulmonary sarcoidosis,Male,50 to 54,697.5724386
Interstitial lung disease and pulmonary sarcoidosis,Male,55 to 59,780.4948778
Interstitial lung disease and pulmonary sarcoidosis,Male,60 to 64,755.616117
Interstitial lung disease and pulmonary sarcoidosis,Male,65 to 69,588.123425
Interstitial lung disease and pulmonary sarcoidosis,Male,70 to 74,442.8184008
Interstitial lung disease and pulmonary sarcoidosis,Male,75 to 79,238.3076087
Interstitial lung disease and pulmonary sarcoidosis,Male,80 plus,131.7495827
Interstitial lung disease and pulmonary sarcoidosis,Male,0 to 04,15.88566725
Intestinal infectious diseases,Female,10 to 14,5979.542174
Intestinal infectious diseases,Female,15 to 19,4370.307911
Intestinal infectious diseases,Female,20 to 24,3447.255239
Intestinal infectious diseases,Female,25 to 29,2896.051347
Intestinal infectious diseases,Female,30 to 34,2334.101277
Intestinal infectious diseases,Female,35 to 39,1796.089328
Intestinal infectious diseases,Female,40 to 44,1472.630546
Intestinal infectious diseases,Female,45 to 49,1263.822278
Intestinal infectious diseases,Female,05 to 09,10126.52868
Intestinal infectious diseases,Female,50 to 54,1099.145505
Intestinal infectious diseases,Female,55 to 59,908.1134039
Intestinal infectious diseases,Female,60 to 64,754.1647265
Intestinal infectious diseases,Female,65 to 69,607.4647362
Intestinal infectious diseases,Female,70 to 74,464.3118196
Intestinal infectious diseases,Female,75 to 79,335.0481852
Intestinal infectious diseases,Female,80 plus,277.0382122
